,,,,,,,Total,Total,Annual loss,,,,,,,,,,,,,,forest cover by strata,,,,,,,,loss within S1,,,,,,,,,,,,,,loss within S2,,,,,,,,,,,,,,loss within S3,,,,,,,,,,,,,,loss within S4,,,,,,,,,,,,,,loss within S5,,,,,,,,,,,,,,loss within S6,,,,,,,,,,,,,,loss within S7,,,,,,,,,,,,,,loss within S8,,,,,,,,,,,,,
Ecozone,Realm,Code,total area,no data,land,water,Loss 00-14,Gain 00-12,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,S1,S2,S3,S4,S5,S6,S7,S8,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Boreal mountain system,EAS,28,514340403,480,507158286,7181636,17050515,3655315,763854,1115930,1257147,2082415,531062,688235,795912,1838979,1280271,944595,1243153,2218873,1428674,861416,187980267,23642375,5617801,9404949,10121269,65546782,100038187,104806656,73979.30778,116811.1239,46905.05739,156395.9046,32023.44271,36134.62674,37920.21747,99552.69001,183707.3079,156788.7912,189909.0207,242675.4517,115661.2355,50492.33715,37772.35624,67332.14579,40847.96,91842.86302,12062.09022,15477.47767,14843.04422,40211.78037,43416.27442,38915.01601,58304.61618,77670.97252,40099.47313,27055.01426,11368.11706,16831.2375,9634.408489,21428.25355,5771.756409,6518.821126,6975.888833,22180.16657,20655.10774,14247.91933,17454.93123,24685.83188,7313.793387,6323.046415,24600.21796,26040.96539,18214.43273,44225.94414,6201.785933,8351.626165,8776.287691,20923.61531,19415.47116,17579.69425,23601.41308,31127.25985,17755.7314,13476.30453,14963.57716,27073.85736,21564.24693,38223.90976,6682.701679,8333.339942,9338.160616,23699.43564,24496.06024,20209.96753,29523.92226,45901.45385,16632.50309,14583.0217,179584.7275,270900.9813,297095.761,486075.2975,89616.19596,104685.718,115114.4359,324656.1729,226763.8529,180512.6184,244114.6153,355262.9384,146358.0194,140664.6083,233506.6627,320394.2947,466592.098,612666.1135,132577.5045,201288.1223,211276.1445,533140.5687,280631.3461,197178.5568,262726.689,552506.0556,461949.7213,300440.0529,188078.622,270545.4731,356292.6527,631556.5052,246126.7246,307444.8394,391667.8111,774614.517,481185.4434,319162.4886,417517.7117,889042.8053,622903.4813,308382.0388
Boreal tundra woodland,EAS,29,139690634,99738,133471506,6119390,985577,28615,45210,77398,28198,154146,23441,22064,24026,52133,19922,118684,220339,56722,81795,61499,97222128,7606049,1036534,2322783,2122705,12911279,8650382,1599646,5221.348062,8462.270782,6865.075987,41311.63835,7602.296191,5876.744295,11362.45498,18711.26068,7278.421138,82544.96427,122388.7388,30267.12898,30447.54778,14627.25704,3499.651245,8669.186967,4494.452739,9050.573566,1511.318647,1894.059379,2399.973616,5560.30442,1989.724854,6884.447853,14170.98222,4788.674992,8321.514803,6997.043697,832.3254655,1109.592202,598.8003663,2054.261882,391.0035157,488.8046375,542.2638285,1348.899952,409.5236958,1729.335008,2549.14613,806.2262765,1073.247706,834.8251497,1245.439268,1909.338518,782.5755586,3674.263505,392.5510066,608.4013954,521.2169976,1599.969577,529.1646109,2308.717824,3923.441522,1197.632989,3005.506334,2917.168001,1263.003541,3274.162777,1332.535912,4088.299841,590.995696,929.5055351,713.4757743,1866.675492,619.749311,1912.747562,7475.294896,1375.583341,2405.291479,2346.582836,10553.64003,25701.38154,7328.303496,37926.31457,4350.195572,5695.758084,3822.775726,10288.58786,3078.851275,11362.15859,46129.70084,8332.08913,19757.41628,18287.71498,15048.75144,22442.6292,4921.903472,44017.91834,5281.652969,4191.436465,2873.632983,8790.008862,3535.922496,8536.027492,19350.53573,6388.993457,15510.17592,14229.99103,7545.760078,5829.53587,1874.568964,12022.70101,3321.295024,2379.354617,1790.405897,3967.010688,2481.056928,3405.397215,4350.731851,3566.010095,1274.356193,1257.943937
No data,EAS,30,273933,261682,8519,3732,336,136,0,1,1,80,0,1,59,50,22,2,9,87,16,9,2530,109,57,56,87,352,1126,4201,0,0,0.1438566603,0,0.07192620797,0.2157852261,1.287901066,0.184008809,0.4399325791,0,0,0.6133121714,6.033363166,2.412885288,0,0,0,0,0,0,0.1226987856,0.06131405467,0.07191759688,0,0.06132334706,0.1226365943,0.1227219917,0.122636392,0,0,0,0.1226711293,0,0,0,0,0.07191771488,0,0,0,0.1840519918,0,0,0,0,0.0719168888,0,0,0,0,0,0,0,0,0.06136331619,0,0,0,0,0,0,0,0,0.1226289175,0,0,0.06132152919,0,0.1226862581,0.1839589309,0,0,0.1476027591,0.4399839448,0.07191677078,0.07193233751,1.103687923,0.5520288187,0.4103881958,0,0.06132314508,0.4906085557,1.717516135,0.5519165587,0,0,0.07567201501,1.288180187,0,0.2157490141,3.671111861,1.258324976,1.237371726,0,0.6344627274,2.250506591,3.077895016,1.474079311,0,1.151822502,0.1476085602,78.39772463,0,0.4314963758,52.41041573,47.43598122,19.7713132,2.024047815,8.475472949,83.32878539,5.000641699,3.836498926
Polar,EAS,31,217679658,21272224,182485560,13921873,190545,6152,13801,20559,5755,20564,5123,20524,20537,11965,8700,9309,6119,20270,15960,11357,170194505,2878767,417507,748465,755126,3877568,2835602,778022,2156.872011,5011.465768,1942.871094,7702.565736,1626.83836,9134.366955,11121.49472,5251.77107,3748.281523,5972.18228,3269.112181,12587.64766,8848.97753,4181.083908,761.3747945,2171.276069,570.0003789,2268.84128,368.8295162,1964.29098,1466.78773,879.0639532,584.5196491,583.9600321,400.5908723,1184.704015,942.5004731,1531.006146,268.2177757,558.2047679,130.9492869,395.7971457,153.7305321,885.01032,677.5254439,267.1369765,190.9066489,177.8183566,82.48341983,251.6512948,131.8876513,192.7166705,436.8333506,998.3905917,252.795494,728.0611418,145.4933756,537.2145507,403.5636706,281.9968384,124.687932,113.2430758,108.5333257,365.1960461,370.638971,477.0860679,286.4979018,697.0255031,144.992308,641.0112072,172.0250563,661.2564883,488.764665,353.2981425,196.6084348,187.7695278,142.6923798,379.0068823,288.2939162,481.4587072,2859.758864,6150.188146,1229.425677,4385.752044,1171.324985,3494.061024,2706.594826,2057.13635,1350.353395,943.2576363,846.0331831,2138.000954,2092.635183,2545.737748,4249.481511,3881.54029,940.6351571,2911.410475,973.1893421,2056.856102,2132.265829,1611.816345,1264.619722,702.3032205,694.4710151,1582.114621,2924.500672,1714.302999,2782.063044,1091.128334,543.7779137,1530.934623,511.8103299,1790.457158,1539.648142,1263.059174,1240.48577,628.3249928,575.3404953,1781.996919,360.9721909,233.359381
Subtropical desert,EAS,32,144499733,0,144214116,285617,309,168,21,10,35,7,13,6,18,9,19,6,33,23,99,10,144186137,4535,2954,609,1764,10960,6607,549,10.03427514,5.801445352,16.08166728,2.85213488,10.12993755,3.241548146,8.96028326,5.402207416,7.515979204,1.946278993,32.84534579,19.52262263,98.17937236,9.345906236,0.5236426155,0.1300042347,0.4502257019,0.2629617836,0.3193647883,0.1295670221,0.5793482868,0.5794404558,1.34807003,0.1312838022,0.06408808259,0.0640370452,0.4592070144,0.06410581281,1.538996165,0.3930014483,0.51714569,0.5351092908,0.4480933891,0.06404056164,1.188304084,0,1.343787191,0.06402149352,0.1940942599,0.06403741537,0.256776808,0,0.1281160877,0,0.5766927118,0,0.06409066895,0,0.1940584754,0,0.1280424315,0.06407255937,0,0,0,0,0,0,0.3215453547,0.06402371571,0,0,0,0,0.192072073,0,0,0,0,0.06570957995,1.559775338,0.7855235285,3.052106089,1.931251157,1.091493856,0.781058967,2.274151725,1.357274346,4.228613389,1.033236142,0,0.8378775974,0,0.06582037198,1.165967748,0.6561961336,2.729181841,1.22057917,1.0409718,0.9824345591,2.672163007,1.43306674,3.588918236,1.563204927,0.06403741537,1.499380812,0,0.2579123947,6.045167387,1.974079851,11.05346854,0.06403297298,0.1936964212,1.049882802,1.893227207,0.711939194,0.6403780544,1.638176783,0.1980142158,0.7166007964,0,0
Subtropical dry forest,EAS,33,94453936,0,93357681,1096254,1392122,511992,66553,73454,60967,126259,77809,93273,143381,109831,96809,85924,65080,155068,130594,107120,68796369,2057285,954152,1675702,1615409,4683725,4833473,8741566,4202.592278,5447.769084,5206.539166,11473.01238,7798.523553,9052.572541,13683.05172,11585.27464,9068.346167,6973.848616,7885.482391,21365.00009,33301.61988,26857.12105,2449.700836,2707.901164,2519.887357,5076.891498,2904.023588,3459.214675,4257.387831,3701.01517,3027.169552,2280.12354,1625.008823,3994.601716,3399.92173,2392.383553,846.6534832,955.8199734,773.7513418,1583.430009,1068.676458,1157.154686,1556.279324,1544.170679,1154.941017,922.1871367,815.0198968,2588.824492,3860.61613,2758.998614,396.8273571,427.6635296,390.1211308,751.6076926,498.0377643,636.2930725,1545.097328,822.0128869,513.0135033,443.6641308,631.5137382,2892.219981,4891.308491,3222.462168,861.7366441,735.9754655,677.1468902,1265.23159,745.8440445,780.0575725,1069.501657,776.9916158,678.1459978,509.9698462,564.6467279,4099.081688,4587.982028,3238.497708,10794.11666,12622.78803,11014.52976,21578.40484,12354.17891,13243.60024,17817.36162,13956.84549,12699.35859,9862.149342,7931.526117,26809.56554,22486.15336,16878.9599,16491.87518,18434.62824,15724.10715,32048.79626,20187.04334,24723.12689,34734.98406,25601.06333,24460.5286,20447.30611,13589.70553,29619.21336,25724.27727,21503.6574,30509.44163,32121.49468,24660.52401,52481.38638,32253.04785,40221.16306,68717.06404,51843.42871,45207.7533,44485.08381,32036.85553,63699.58006,32341.92659,30268.19202
Subtropical humid forest,EAS,34,204489349,24351,199244021,5220976,5639185,1706652,152161,172575,148259,342479,279928,376639,520898,630946,487381,485592,529038,532987,539987,440315,88672298,4944904,2148315,3206034,4395302,14987500,33962414,46927255,2296.603585,2579.590926,3050.441064,6102.871524,4420.687791,6844.054888,9207.414501,7582.744484,9178.653265,9771.684102,18572.74713,43014.91421,126090.7809,86681.28836,531.6606381,630.4915121,772.582695,1459.278955,1086.398979,1498.460931,2211.372131,1749.226793,2068.336343,2191.030131,3071.908827,4911.066976,11075.25603,7914.308468,278.8460548,350.7288817,410.680515,857.8258451,686.8439529,960.8517619,1368.35151,1180.263695,1397.045898,1417.585834,1739.767005,2747.133815,6552.305985,5375.144871,546.0711241,657.1988004,819.0417914,1548.065665,1146.279588,1563.691233,2251.444546,1800.851221,2130.792603,2130.632681,2606.93075,3874.981127,8160.29328,6274.794307,308.1202395,374.8187695,464.4294447,909.8355781,674.5003378,896.887184,1282.52327,1046.083445,1152.858792,1177.465497,2128.191578,4215.796728,10951.0865,8689.268322,5100.02986,6632.975398,7425.372583,16209.21644,12022.49058,15861.22844,22395.19789,21473.62549,21851.26392,21294.16268,24443.45468,32383.82845,51124.49085,45043.34788,30351.03698,39835.39325,36090.56978,92038.91934,70241.84046,87988.73287,120066.0914,135434.9657,117596.4609,110180.5819,118604.8777,122448.6419,141856.5938,127753.1656,112749.0373,121513.5178,99225.87727,223352.5058,189649.2937,261024.8602,362115.9258,460678.5801,332005.3408,337429.1885,357869.8862,319390.7706,184175.8935,152583.4334
Subtropical mountain system,EAS,35,361331849,0,359229111,2102737,1164680,421433,47269,65911,40928,85906,81712,97040,95113,83750,109868,110474,72993,108374,90653,74691,295069453,3419900,1151531,1605786,2001331,9625749,17778836,28576526,2170.675092,2648.970934,1570.491537,4364.708485,3485.458993,4323.205995,4297.577052,4198.483187,5653.135434,4062.260359,4964.129631,11351.62468,22939.32622,17815.09313,1586.346125,1297.701491,711.0444953,1832.779937,1733.37477,2032.326995,1623.52857,1558.259505,1928.764497,1485.803228,1277.644343,1910.772254,2296.657516,1793.691606,317.5842815,374.9363678,219.3730931,620.3302696,477.6520535,652.1975392,590.3550615,675.1293941,840.439393,647.7056955,693.3218161,922.3947514,1464.105945,1148.111496,182.8848959,265.62663,168.0497073,403.059504,316.8644807,452.034193,424.7619102,431.5896335,587.2237994,441.7670951,466.4636231,871.9348033,1874.070354,1531.235992,524.5954647,429.5581046,221.7205876,649.8937384,622.9970257,619.1565468,469.6827485,439.9769278,680.1500739,565.0887767,624.9456022,1261.035086,2386.198143,1947.409712,6381.038903,7855.462217,4615.528524,11256.93374,9970.421723,12076.88064,9342.111639,8759.443844,12105.18805,10331.21076,8279.175995,12421.6801,13040.54904,10483.06196,11258.60654,16880.32669,11455.9724,23328.12733,23199.11046,26861.62579,24778.31605,21049.229,30630.83571,29380.10159,18905.24703,25423.98494,20996.39485,17748.65753,24847.45424,36158.30611,21965.60581,43449.81466,41906.08867,50022.16951,53586.44065,46637.50771,57442.20087,63559.60126,37782.42207,54210.73981,25655.35906,22223.98174
Subtropical steppe,EAS,36,117955879,0,117639321,316558,8885,2492,514,391,484,848,452,671,641,510,642,488,1208,560,945,530,116790627,204919,42981,115533,46944,170643,144045,123629,116.9179488,96.59741754,71.67607621,186.4807471,99.49957763,115.0363722,148.3947346,157.6785384,189.3758111,129.9513665,168.468431,299.315557,718.1090919,323.6704284,15.15242322,10.95813731,6.567630647,27.58312232,9.009567592,13.05295454,12.30154182,11.06282894,29.04099629,13.9432356,27.61535817,14.47619483,30.23175935,25.9394963,8.994312746,7.248738645,3.203324148,13.86794917,10.16776117,12.21429023,12.82240027,10.34368943,13.02558798,12.73208147,22.02414459,9.74476412,15.82046078,14.05237782,5.927024948,4.256264155,5.008671707,9.036940499,5.092532716,5.950622037,8.079147598,3.634892404,9.431117162,10.28496193,26.94583826,10.51940276,34.04244342,22.54501263,2.381860018,1.534839356,1.661356194,2.078771538,1.688453337,2.634132804,2.327060279,1.396952781,2.194501924,2.132601627,5.217670061,6.681999618,17.38149924,20.52429215,64.87049806,47.41720301,55.22599991,111.8498998,57.98292051,82.66266213,79.38616061,56.2468716,81.00093599,57.66845725,144.3999464,54.93220594,58.33580385,42.8564885,106.21065,79.60070922,136.7923024,173.8376855,125.5403182,181.4100721,165.6854209,118.1444794,143.0138299,96.49689337,298.8982157,67.7635904,48.32460775,53.81865391,193.1830729,143.0938433,203.6283859,323.0277088,143.3541299,258.285833,212.4700186,151.7466943,174.6020772,164.8887285,514.874127,96.32065036,23.11692457,26.94271886
Temperate continental forest,EAS,37,493756877,3,484043836,9713038,7272401,4893919,315915,352236,340691,550373,584326,525543,510415,552777,515383,614236,920920,606944,450200,432441,301714962,5490932,2722032,2740263,4028150,16978496,50042652,100326348,3672.67069,3417.468943,2524.294775,6502.843637,5895.999425,6704.104921,6821.86006,8184.871701,7887.920202,6731.518285,7563.604225,12564.09708,17040.06481,13043.25877,1070.614849,1087.733929,906.1807696,1879.013684,1800.024867,1962.916169,1673.258997,1955.639738,1636.871613,1655.470203,2241.608759,2244.790672,1709.685591,1568.864264,617.3833248,649.3754635,610.2299079,1219.549573,1169.453085,1165.512265,1016.654544,1213.054191,1044.317122,960.8825593,1251.560999,1090.423556,942.6686398,896.5016422,610.1561835,533.8265663,483.9732764,991.9061417,930.5866454,953.7683044,945.9594621,1085.345111,928.1710108,857.648506,937.4413351,1239.771626,1177.096874,1136.991275,396.6042248,391.6074367,349.8423976,725.4605011,611.9215123,591.8740838,602.1648057,737.2538796,577.1872568,633.6880254,1146.896956,1335.322324,1879.99913,1784.873723,11188.44553,12116.76109,12065.09036,21567.18744,18888.99485,18656.24677,16995.47684,19405.4868,15697.10218,15677.83172,21715.60188,17024.27716,16356.98787,15540.33075,48784.56987,54545.18004,56451.79328,96278.45973,86772.48083,87065.60287,74979.92149,82483.5113,72288.05592,80270.03729,105898.9217,80235.04683,94604.17546,89871.8698,249574.3647,279494.4608,267299.6365,421208.7193,468256.15,408442.7776,407379.4929,437711.9261,415323.3361,507449.3291,780164.5057,491210.4988,316489.5689,308598.4435
Temperate desert,EAS,38,466337043,0,461906407,4430636,17505,3733,2185,2055,753,1453,843,1245,1042,1130,2046,828,1042,1978,715,191,459866269,385816,125398,129585,143517,425436,451496,378890,348.789301,376.8456754,161.6916528,383.5329482,188.9335404,290.9470263,249.8735063,215.2577157,213.3090538,220.0486671,411.7115779,562.0480284,519.5466824,129.0233528,109.2589441,68.54520184,31.70829042,79.91678126,33.35128996,50.68642048,43.23101151,47.72253413,62.74183381,32.03396121,27.90497521,69.11222733,15.59717865,4.386941674,33.12884027,32.9486788,16.74374173,38.29183742,13.28981567,25.39636787,17.94214399,23.56830275,22.91345132,14.40594181,15.18139894,33.72476619,9.615247534,3.465324647,22.62969172,19.19886151,9.277133397,20.62684107,5.526150922,16.45058943,9.54620641,13.08990662,12.83884042,10.06256414,17.58582806,24.8185912,7.463268274,3.208637576,17.36244519,13.77792712,9.397877361,19.59391756,5.347748522,11.43723695,7.684092762,7.545052315,15.56883132,6.542180422,26.2745253,25.38526621,11.53445742,2.858188172,325.4637441,289.1503718,141.0316875,291.0104724,110.8839906,179.4712872,170.7103514,191.2704088,285.2270903,113.3928375,162.4857399,266.0311178,43.82753673,15.79429642,478.7083889,440.0918729,161.6110978,288.8081672,132.8311086,209.6962551,187.6667163,245.166369,484.5866503,150.0796702,148.2016028,410.5169517,50.39451781,18.01752093,849.1684213,814.2180874,221.8084685,331.3766947,352.7817673,460.5138731,355.2296621,386.7863416,948.5599218,281.3417873,232.5622733,586.1631986,56.98499679,14.57217062
Temperate mountain system,EAS,39,498531502,0,494460701,4070802,2107553,889237,111586,100687,166613,217018,155881,126682,227250,189388,144854,153220,154359,175280,91239,93497,403090680,3721785,1479793,1746078,1904329,8286323,17407234,56824477,2929.089666,3449.494952,7638.006363,9613.823996,3017.000229,4793.801752,4565.965524,5313.583395,4964.779515,5063.514704,3333.868838,7878.811312,7980.209673,4598.545224,1114.611474,1617.068452,4380.675673,4252.984294,774.3005838,1445.929864,1115.746839,1207.759248,1210.712965,1062.749899,931.366563,1884.565559,896.5476123,632.0341841,488.7908941,405.4725176,2016.52056,1774.288348,402.9959309,929.1586432,638.2893344,949.8780757,698.038447,1381.667748,486.3064847,1185.488216,488.3098504,429.3622431,337.8605204,417.8560642,1166.979578,1217.755237,325.3539947,701.4960485,527.756697,624.7605987,606.0295684,484.1408738,316.6095672,849.8400809,657.4647988,553.9593651,334.908979,546.5829128,1093.325317,1512.212401,332.5213827,532.0926421,444.2797389,468.1641648,615.1555242,478.2294051,343.8386513,1207.79994,764.1343393,707.6073691,6971.510152,9334.931728,27431.23335,26839.70427,5546.175812,10961.04393,8202.430323,9716.193191,9121.842689,7408.227085,5511.33644,11724.55116,5203.290567,5073.822163,18438.84333,18374.23944,28984.17965,39349.62564,17160.35824,17222.15809,22596.94126,22936.50481,18720.09913,16958.5847,14934.05596,21063.47336,14484.49465,12501.432,80970.797,66541.68196,93901.72374,132457.8668,128321.8845,90095.91989,189158.5681,148171.1653,108917.2412,120382.3998,128501.9392,129485.129,60764.52422,69000.52287
Temperate oceanic forest,EAS,40,129152049,0,127118141,2033908,2221727,1347139,99380,90454,47452,164184,142868,166992,204144,202472,175254,302913,161628,182687,140634,140665,90295640,1478763,597129,617832,811335,3240378,8430540,21646526,2537.832555,1564.999496,1001.856815,2430.910047,2263.725777,2710.318244,2577.039047,2467.828115,2477.48864,2270.819115,2011.19609,5259.475681,15149.73002,12916.58078,604.2325111,384.4540763,209.6883842,705.0247443,573.3126632,841.1506315,740.0751106,611.9755808,731.2087683,742.5594659,417.4207426,750.2140185,1104.270924,1072.141921,288.5988423,182.6763328,119.470547,361.8736617,322.997812,410.3602108,350.45742,342.7283978,343.388349,348.0818549,242.2511112,478.5229546,1049.74267,901.1281475,226.4795402,164.7231834,97.05079343,279.9413422,230.1606205,370.9360177,279.9013406,242.0765089,290.5093178,275.9356723,196.178504,389.4236952,874.3067705,812.5389179,257.4118604,160.4610896,83.0847579,292.5155766,216.9772063,329.4173647,268.9306423,212.7807958,276.3133348,279.5643114,200.5039039,521.1309413,1157.386321,1032.696823,5739.12632,4163.890179,2147.398131,6734.704761,5027.706142,7376.425513,5934.565292,5176.81949,5942.188827,6401.949958,3419.610895,6114.875248,10160.08052,8743.756276,19670.65143,15653.79154,7909.898535,26752.7875,21090.94298,26997.87878,23748.0984,24673.00631,24917.9793,35223.39047,16708.47788,21218.19482,27579.09867,27738.04635,70055.53468,68179.23759,35883.49091,126626.3015,113141.7125,127955.9573,170245.4304,168745.1843,140274.6282,257370.3536,138432.5758,147954.8041,83559.4016,87447.69845
Temperate steppe,EAS,41,328345658,0,324384059,3961599,572196,105201,27619,23511,67479,42833,24098,44375,59859,99190,57209,24927,38342,40638,15003,7112,307527673,1852884,951480,1002446,1210075,4246741,4661103,2931657,6727.12318,5235.359693,5964.126833,9471.262525,4623.036084,5725.643165,6877.78909,7666.870969,3474.119161,2388.184826,3278.22827,6098.717292,2895.726452,902.2480751,2506.266318,1347.080316,2454.609563,1999.371308,1347.483209,1840.149278,2452.04971,4031.852362,1286.497536,824.8651416,1315.769251,2458.768231,323.7776294,184.5502075,685.2835998,501.663126,801.8822829,813.1012531,599.5876016,1396.828126,2370.400523,4618.836198,2346.013198,817.700755,3183.35706,2511.958448,310.0932495,208.9415294,324.1230054,288.4150927,880.3999306,480.4333325,374.106194,442.9954772,596.3204891,916.6237277,339.7901389,360.4848553,330.4811473,1049.547239,462.4901979,315.4789116,267.6258456,281.3423781,995.4853209,479.9990736,355.8094549,442.8725968,591.301516,1027.806379,315.4846265,342.9955306,464.7987916,1832.409755,796.9668895,366.6103233,6720.930922,6292.952793,27492.84708,13724.76372,7352.245782,12606.54129,14268.8374,26896.90144,8766.146296,6425.789714,7917.864651,11375.59678,3400.410502,1854.850908,4955.001652,5770.374612,25574.82987,11277.90098,6189.40422,16209.75417,21274.26855,36501.01971,16276.74957,7996.640609,9570.659563,8997.340073,4491.335587,1845.639841,5432.336981,3793.713867,3314.753309,4586.513589,3255.925431,5710.612633,11428.50375,17530.31005,24404.55579,5770.668427,12280.9477,6313.84881,2322.268932,1433.182915
Tropical desert,EAS,42,275246666,365,274312006,934295,1093,345,77,15,31,74,31,39,44,70,56,26,90,177,220,143,274292145,6580,3401,3431,971,3777,1063,638,8.844318763,9.256171638,13.54415811,21.17175622,17.3680318,17.39430091,29.65493515,32.02651149,18.41265706,12.9445371,64.65750813,103.1040484,217.7099059,142.3254694,1.42540775,0.5529176987,0.3958588086,1.489727327,0.509315595,0.5631240902,0.9003506405,1.251723116,0.6134095454,0.7404991765,5.008161219,0.9611387054,0.3434003418,0.2049306932,0.5427883054,0.5366049062,0.8013211292,1.191662687,1.784382909,1.086658488,0.6051611189,1.358985761,1.256398475,1.058371645,2.0307543,0.8669714421,0.3945788722,0.1473006016,0.7277206246,0.3344866997,1.056976311,1.655260461,0.7982387763,0.6652981073,0.329123038,0,0.5918691467,1.315027841,0.7261207791,0.1988901899,0.4618064668,0.3297903856,0.8012189473,0.1334672612,0.06636390183,0,0,0.06672002285,0.06659700183,0,0.1956895458,0.1988874419,0.2645514912,0.1984835368,0.1319852516,0.1317542517,3.403442349,1.544988985,5.353144604,6.180802499,3.186476433,7.949896238,4.996640786,5.832204745,5.178577285,3.422732635,5.103684258,4.843792771,0.6593582585,0.06587712585,29.28577471,1.329171356,7.376764614,17.51509599,3.704818023,7.081008465,4.490774065,13.10396572,15.82802081,3.360599884,8.130807451,19.91722509,0,0,31.89513811,1.741613391,2.051553998,24.3286313,3.629453077,4.363744331,3.369477781,16.01602575,14.08910086,3.286789221,3.826806962,47.17224614,0,0
Tropical dry forest,EAS,43,142236364,0,139987356,2249008,1919592,175460,44675,75874,78654,105663,74988,105674,99488,96858,148124,221660,194975,259023,247661,166275,112931375,2832269,961587,1421809,2088690,5389788,7568755,6793083,3267.323999,6693.86457,6039.806883,7578.511766,5337.536905,9394.081735,9825.35684,8195.070484,12812.52772,12591.13068,17165.78664,41057.14243,69025.05097,41211.12359,806.3083604,1620.269963,1305.34782,1670.651961,1046.726594,1774.53836,1791.603681,1570.421061,2593.542399,2519.092431,3578.489264,6622.78405,8062.89088,5356.392764,471.790435,1000.716613,830.7888499,1015.861349,630.6499961,1024.786171,1065.135808,837.955783,1302.292828,1299.285504,1576.906144,2821.905788,3248.029386,2421.218273,869.3942314,1278.699908,1072.975815,1368.662968,871.57249,1394.723443,1372.909341,1285.05731,1827.434791,1847.740747,2480.498591,4403.512038,5048.277351,3431.890818,512.7398884,1067.582443,781.1049086,1051.311482,623.5481582,960.8839579,980.994779,838.959922,1350.555381,1654.426554,2117.198527,4409.89117,5820.133723,4583.373633,5913.810164,11720.45032,9604.407496,12959.48209,8297.323878,11189.16707,11475.98035,9573.676808,15238.50721,19180.91516,18080.58206,25582.70801,18594.334,17379.57482,12425.98568,27848.12471,27760.21636,34560.84796,22430.47671,25831.3924,27261.51199,22358.73891,40457.77036,59342.0972,38139.61252,47804.28476,30073.67897,28962.96364,20407.27389,24643.90471,31258.91728,45458.06931,35749.80323,54104.66836,45714.36115,52198.58042,72541.73391,123225.5407,111835.9208,126320.41,107788.6287,62928.65772
Tropical moist deciduous forest,EAS,44,134636756,1986,131962184,2672585,3917864,783596,107515,134613,140633,183136,183027,229979,253554,241537,359746,380518,360056,414711,448993,479846,68877544,2783019,994456,1269392,1902252,7285511,18991890,29858119,5272.840983,8411.200469,6711.103617,9210.29391,7791.436051,12848.45152,10345.8624,12281.16695,15677.11298,13852.09402,19449.84019,48182.01777,86745.886,92879.62331,1154.306812,1882.939294,1602.547366,1903.058958,1490.952577,2685.390416,2121.931715,2286.186775,3090.993157,2831.010765,3489.325187,6243.128743,9491.076246,9781.305973,757.7841102,1113.458043,921.0668226,1272.994186,869.2897726,1564.884425,1319.450043,1237.653131,1685.115695,1565.536084,1759.246698,3017.570821,5011.843584,5600.907695,984.5779992,1430.524308,1183.95384,1546.425865,1044.140741,1805.229548,1463.223222,1576.320678,1987.040725,1803.210107,2223.922928,3316.73165,4465.416792,4940.389618,779.0471058,1273.58989,1027.075216,1231.665876,956.7916495,1583.855809,1310.528494,1426.06229,1790.665597,1807.330617,2316.602433,4491.885883,7685.10107,9057.46022,7868.142827,12722.57105,10944.24604,14271.25967,10968.43074,17826.53868,15746.1807,15435.42225,19886.44714,19525.48068,20261.29194,29312.61682,37601.4091,45315.10208,25807.56033,39131.52948,40077.85521,47614.91207,42182.0383,62381.92124,64746.03262,59762.25668,88562.91294,81497.67724,71297.97238,87767.02488,106391.6346,126638.8608,64890.53527,68647.47089,78165.03794,106085.1789,117724.3277,129282.4955,156500.3735,147531.9294,227065.9661,257635.5179,239258.1355,232379.5448,191601.0013,185632.7849
